TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,AUTUMN_ONSET,AUTUMN_GATE_SHARPNESS,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE,YEAR_END_WEIGHT,YEAR_END_PEAK,YEAR_END_WIDTH,YEAR_END_RISE_WIDTH,YEAR_END_FALL_WIDTH
2026-05-06 21:48:28,blue_tit_observed.csv,0.4826830780542120035709340074,0.773,1.316,3.007,0.494,0.496,0.042,1.67,11.77,9.67,7.436,15.848,16.655,15.041,3.954,3.801,4.107,0.088,6.78,10.972,10.091,11.854,1.339,0.19,12.295,46.455,87.531,5.379
2026-05-06 21:48:28,blue_tit_observed.csv,0.2731912995264868139892799790,0.672,2.943,4.752,0.089,0.642,0.023,3.03,11.74,8.82,9.331,7.751,7.0,8.502,10.174,12.23,8.117,0.045,7.78,8.407,7.606,9.208,1.649,0.201,12.168,114.592,222.24,6.943
2026-05-06 21:48:29,blue_tit_observed.csv,0.4347410383679869080149470801,1.073,1.09,3.805,0.079,0.493,0.043,4.32,10.54,11.06,8.692,6.144,1.147,11.141,7.996,2.089,13.902,0.113,6.02,12.877,13.771,11.983,1.476,0.181,12.108,47.727,89.433,6.021
2026-05-06 21:48:29,blue_tit_observed.csv,1.237864711935469078146984127,1.073,3.417,5.362,0.22,0.233,0.03,2.71,11.63,10.71,6.576,15.785,17.456,14.114,10.522,10.703,10.341,0.104,7.23,5.482,4.2,6.763,1.464,0.084,12.156,66.146,117.368,14.924
2026-05-06 21:48:29,blue_tit_observed.csv,1.001627882055204389610583117,0.657,2.576,2.436,0.368,0.063,0.002,3.84,10.9,9.95,7.651,3.761,4.965,2.557,1.168,1.001,1.335,0.125,6.09,8.912,5.272,12.551,0.887,0.289,12.029,59.238,106.831,11.646
2026-05-06 21:48:30,blue_tit_observed.csv,0.4695725058525322439648830883,0.765,1.272,3.912,0.286,0.741,0.037,4.49,10.96,9.54,11.43,12.339,6.471,18.207,6.939,6.967,6.911,0.211,7.1,6.772,0.749,12.794,1.259,0.19,12.176,115.412,217.357,13.468
2026-05-06 21:48:30,blue_tit_observed.csv,0.2800120243591924181783378057,0.665,3.26,5.997,0.261,0.61,0.027,2.44,11.13,9.08,6.132,8.422,8.482,8.363,6.021,6.417,5.625,0.21,7.21,3.792,3.196,4.389,1.558,0.001,12.065,60.738,116.477,4.999
2026-05-06 21:48:30,blue_tit_observed.csv,0.7562452379760654898524775161,0.719,1.566,5.41,0.555,0.478,0.018,1.82,11.01,9.7,2.635,14.964,16.852,13.077,8.970,7.54,10.401,0.238,8.32,3.362,2.607,4.117,1.635,0.153,12.101,112.022,217.858,6.186
2026-05-06 21:48:31,blue_tit_observed.csv,0.9575150866515646685717406710,0.875,1.228,1.089,0.471,0.479,0.007,2.07,1.15,8.58,3.535,6.395,9.556,3.234,10.150,9.475,10.825,0.149,5.74,9.292,11.525,7.058,1.629,0.128,12.151,100.634,191.347,9.92
2026-05-06 21:48:31,blue_tit_observed.csv,0.1886007684965117100089909890,0.897,1.996,5.814,0.37,0.555,0.05,2.51,11.24,9.77,2.785,7.294,12.022,2.567,11.948,11.53,12.366,0.222,5.57,5.481,3.675,7.287,1.707,0.078,12.191,62.671,117.488,7.854
