TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE
2026-05-06 09:39:28,dunnock_observed.csv,0.9376944582292020469196091396,0.986,2.604,2.626,0.293,0.155,0.146,3.63,11.86,5.268,5.695,4.842,5.246,6.474,4.019,0.201,10.14,3.750,0.697,6.803,1.436
2026-05-06 09:39:29,dunnock_observed.csv,0.6069864778773779355553712868,0.838,2.455,5.274,0.296,0.457,0.192,2.93,11.68,10.306,14.829,5.783,4.963,4.817,5.109,0.115,9.23,6.016,5.074,6.957,1.394
2026-05-06 09:39:29,dunnock_observed.csv,1.412027229845397030672248309,1.105,2.464,5.712,0.381,0.358,0.219,2.39,10.7,3.374,3.272,3.477,3.053,1.285,4.821,0.111,8.07,2.108,2.121,2.095,0.897
2026-05-06 09:39:29,dunnock_observed.csv,0.9841497431321574090400541824,0.702,0.577,3.912,0.192,0.549,0.405,3.12,11.51,13.308,16.939,9.678,5.648,8.855,2.442,0.04,8.66,2.173,2.974,1.372,1.365
2026-05-06 09:39:30,dunnock_observed.csv,2.059560929966260196881502127,0.568,1.315,0.934,0.352,0.713,0.052,3.97,1.23,14.081,12.970,15.192,8.936,11.42,6.452,0.066,9.09,1.341,1.433,1.249,0.965
2026-05-06 09:39:30,dunnock_observed.csv,1.179137876313521837267375397,0.916,1.442,4.548,0.233,0.583,0.421,2.43,1.35,2.518,2.563,2.473,8.978,11.411,6.544,0.099,7.97,2.450,3.992,0.907,0.804
2026-05-06 09:39:30,dunnock_observed.csv,1.400739129650695668506665945,1.062,3.603,2.901,0.421,0.376,0.357,2.15,11.39,13.448,7.45,19.446,6.935,0.954,12.916,0.211,9.61,7.406,12.454,2.359,1.309
2026-05-06 09:39:31,dunnock_observed.csv,0.9750739618223136381005130611,0.551,3.893,0.835,0.442,0.567,0.383,1.73,11.39,10.478,9.944,11.012,8.346,12.716,3.977,0.06,8.83,6.927,9.273,4.581,0.848
2026-05-06 09:39:31,dunnock_observed.csv,1.115196405032297965682869873,0.559,3.701,1.073,0.224,0.53,0.219,2.54,11.58,19.022,18.045,20.000,9.537,10.400,8.674,0.099,8.94,6.827,12.087,1.567,0.916
2026-05-06 09:39:31,dunnock_observed.csv,1.351870506709501350414707329,0.857,3.333,3.214,0.11,0.21,0.339,1.92,11.05,4.779,3.586,5.972,9.216,7.67,10.761,0.022,9.36,8.596,10.245,6.946,1.704
2026-05-06 09:39:31,dunnock_observed.csv,1.383416451628105788601055959,0.643,0.82,4.83,0.409,0.043,0.053,3.61,10.59,10.446,11.368,9.525,8.544,7.713,9.376,0.054,9.7,4.444,3.674,5.213,1.661
2026-05-06 09:39:32,dunnock_observed.csv,1.615165942044036509410538485,0.584,2.419,4.648,0.209,0.152,0.091,3.6,11.12,15.501,16.507,14.495,8.028,10.678,5.377,0.018,8.88,8.022,8.718,7.325,1.634
2026-05-06 09:39:32,dunnock_observed.csv,0.8924172435047962685894309234,0.982,3.674,1.726,0.43,0.705,0.105,3.22,11.94,10.800,6.533,15.068,2.048,3.572,0.523,0.226,10.02,12.757,13.828,11.686,0.949
2026-05-06 09:39:32,dunnock_observed.csv,1.526191072855247530142259229,0.851,3.562,3.799,0.374,0.07,0.296,3.37,1.11,14.576,17.172,11.979,5.036,2.11,7.963,0.119,10.34,5.435,3.882,6.988,0.801
2026-05-06 09:39:33,dunnock_observed.csv,1.442901028685884942728147615,0.872,1.445,1.522,0.137,0.195,0.203,1.72,11.95,13.044,11.632,14.457,9.528,8.969,10.086,0.082,9.78,9.536,13.003,6.07,1.155
2026-05-06 09:39:33,dunnock_observed.csv,0.6458894295274784015738512397,0.807,3.567,2.164,0.197,0.112,0.103,4.04,1.21,10.442,9.119,11.766,9.736,8.391,11.08,0.192,9.22,11.066,10.765,11.367,1.52
2026-05-06 09:39:33,dunnock_observed.csv,2.447339657713073568397448447,1.105,2.761,3.787,0.083,0.459,0.216,3.25,11.63,13.559,16.178,10.94,1.308,1.723,0.894,0.043,9.12,1.121,1.128,1.114,0.822
2026-05-06 09:39:34,dunnock_observed.csv,1.483027569739961029300581947,0.927,2.202,5.457,0.388,0.431,0.115,3.46,10.66,13.238,12.698,13.778,8.136,7.010,9.262,0.156,9.74,7.638,7.052,8.225,1.19
2026-05-06 09:39:34,dunnock_observed.csv,1.627140900065064700820385527,0.873,2.757,5.746,0.23,0.39,0.101,2.66,1.36,4.781,6.15,3.412,9.839,8.624,11.054,0.072,7.69,5.925,0.92,10.93,0.864
2026-05-06 09:39:34,dunnock_observed.csv,2.691452187491731548373714882,1.08,3.525,4.066,0.108,0.122,0.415,3.69,11.15,8.466,8.114,8.817,11.838,11.075,12.602,0.051,8.08,9.192,12.913,5.471,0.985
2026-05-06 09:39:34,dunnock_observed.csv,1.259160724160595355824333803,1.048,0.935,1.216,0.204,0.217,0.265,3.63,1.09,3.838,2.39,5.287,2.762,1.237,4.288,0.104,9.51,7.598,7.771,7.425,0.945
2026-05-06 09:39:35,dunnock_observed.csv,0.9942178451608543015798662309,0.688,3.262,1.434,0.321,0.237,0.079,3.08,11.98,8.936,6.991,10.881,11.746,13.861,9.632,0.166,9.54,3.634,0.407,6.86,0.954
2026-05-06 09:39:35,dunnock_observed.csv,0.7492151594576857411759822642,0.734,2.597,0.808,0.268,0.272,0.425,3.53,10.65,11.341,3.175,19.507,1.862,1.215,2.509,0.162,10.32,5.627,4.92,6.334,0.878
2026-05-06 09:39:35,dunnock_observed.csv,2.075269079423869983192457435,0.827,3.315,2.636,0.209,0.745,0.21,2.01,10.61,14.754,10.306,19.201,7.021,6.303,7.739,0.182,10.35,11.788,12.530,11.047,1.523
2026-05-06 09:39:36,dunnock_observed.csv,1.118591252499024794946467656,0.911,3.69,2.69,0.085,0.072,0.113,2.13,11.78,7.478,0.63,14.325,6.653,0.863,12.443,0.177,7.84,6.937,6.375,7.499,1.798
2026-05-06 09:39:36,dunnock_observed.csv,0.5085033941760928444684415175,0.599,1.532,2.676,0.194,0.335,0.28,3.29,10.95,10.914,5.002,16.825,9.220,9.116,9.324,0.207,8.62,7.931,9.103,6.759,1.05
2026-05-06 09:39:36,dunnock_observed.csv,2.624860579638423082373296262,0.654,3.249,2.59,0.227,0.401,0.311,1.83,11.26,11.144,9.514,12.773,12.842,12.827,12.857,0.215,9.82,8.544,10.273,6.816,1.716
2026-05-06 09:39:37,dunnock_observed.csv,1.150287033153174770527983520,0.648,3.631,2.074,0.108,0.168,0.375,1.52,10.99,5.513,8.602,2.424,5.988,5.078,6.897,0.183,9.68,6.536,6.098,6.975,1.005
2026-05-06 09:39:37,dunnock_observed.csv,0.7579426422458686864069140417,0.601,2.962,5.347,0.112,0.349,0.202,2.88,11.14,0.737,0.630,0.844,12.006,10.222,13.789,0.019,8.58,6.399,5.767,7.031,1.443
