TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,AUTUMN_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SCALE
2026-05-05 17:55:12,goldfinch_observed.csv,0.6611676593871690830503770981,0.425,0.366,1.579,0.395,0.373,0.157,2.04,11.14,4.685,4.578,0.051,8.73,1.225,1.333
2026-05-05 17:55:13,goldfinch_observed.csv,0.7630374473718252075851520605,1.183,0.442,0.651,0.371,0.922,0.1,1.83,1.28,3.847,5.119,0.099,7.52,1.895,1.699
2026-05-05 17:55:13,goldfinch_observed.csv,1.097872312935443447382629680,1.854,1.189,2.046,0.502,1.046,0.226,11.85,10.79,1.892,1.968,0.131,9.8,4.886,0.997
2026-05-05 17:55:13,goldfinch_observed.csv,0.6837795198754821251302587729,0.421,0.291,1.591,0.458,0.009,0.114,1.06,11.74,3.02,4.999,0.285,9.3,2.519,1.757
2026-05-05 17:55:14,goldfinch_observed.csv,0.7076555182835783775843149744,1.507,0.948,2.294,0.551,0.471,0.341,2.37,11.93,3.451,1.255,0.255,7.95,3.368,0.977
2026-05-05 17:55:14,goldfinch_observed.csv,1.021751243734916444811570223,1.078,0.277,1.224,0.214,0.092,0.134,2.47,11.3,3.983,4.059,0.144,9.36,3.43,1.352
2026-05-05 17:55:14,goldfinch_observed.csv,0.4884401282856115774787317090,0.524,0.978,0.422,0.375,0.481,0.169,2.44,11.15,2.874,4.834,0.344,8.29,3.531,0.837
2026-05-05 17:55:14,goldfinch_observed.csv,0.5410891983802400511368341825,1.382,0.837,1.775,0.363,1.085,0.006,1.44,1.42,0.966,4.85,0.301,9.78,3.076,1.466
2026-05-05 17:55:15,goldfinch_observed.csv,0.6409268699941541125773525114,0.762,0.417,2.417,0.275,1.095,0.132,2.21,11.77,4.393,4.154,0.149,9.33,4.476,1.667
2026-05-05 17:55:15,goldfinch_observed.csv,0.5836939689450070442285956628,0.56,0.83,2.322,0.584,0.946,0.08,1.47,11.87,4.999,2.325,0.211,8.66,4.842,1.247
2026-05-05 17:55:15,goldfinch_observed.csv,1.015874540549976977121646235,1.012,1.417,2.207,0.441,1.175,0.033,11.9,10.99,2.822,5.538,0.17,9.78,2.605,1.68
2026-05-05 17:55:16,goldfinch_observed.csv,0.6560459832488783140006333353,1.391,1.048,1.255,0.366,1.012,0.067,1.25,10.59,1.674,3.12,0.122,9.54,3.798,1.433
2026-05-05 17:55:16,goldfinch_observed.csv,0.9455737112147767135740065400,1.761,0.73,1.883,0.44,0.819,0.05,1.06,10.72,4.599,2.739,0.145,7.96,3.94,1.34
2026-05-05 17:55:16,goldfinch_observed.csv,0.9666822032776894090113994025,0.513,1.001,1.115,0.486,0.703,0.292,1.26,1.38,4.039,4.733,0.072,8.23,3.649,0.865
