TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,AUTUMN_ONSET,AUTUMN_GATE_SHARPNESS,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE,YEAR_END_WEIGHT,YEAR_END_PEAK,YEAR_END_WIDTH,YEAR_END_RISE_WIDTH,YEAR_END_FALL_WIDTH
2026-05-06 21:53:37,great_tit_observed.csv,1.775463204820044870896031644,0.968,3.112,5.802,0.073,0.193,0.01,3.75,11.29,9.92,7.361,13.488,19.913,7.064,9.985,12.425,7.545,0.077,8.12,9.172,10.207,8.137,0.918,0.342,12.064,110.893,206.341,15.445
2026-05-06 21:53:37,great_tit_observed.csv,0.9353335502673899840307789730,0.637,2.606,5.711,0.269,0.231,0.01,4.96,1.38,9.4,6.519,8.846,8.033,9.658,3.290,3.776,2.805,0.036,8.74,9.937,13.168,6.706,1.231,0.255,12.188,98.951,190.192,7.71
2026-05-06 21:53:37,great_tit_observed.csv,1.260878614040660923215004143,0.75,1.695,2.63,0.247,0.5,0.03,2.86,11.42,10.13,2.303,14.406,17.911,10.902,10.658,12.373,8.943,0.224,6.94,7.071,2.466,11.676,1.578,0.205,12.125,51.282,96.935,5.628
2026-05-06 21:53:38,great_tit_observed.csv,0.3791617057009739265359071277,0.932,1.925,2.746,0.081,0.655,0.043,4.05,1.17,10.81,11.166,3.166,4.191,2.141,10.980,13.952,8.009,0.194,8.63,7.894,7.523,8.266,1.206,0.095,12.165,109.828,207.565,12.091
2026-05-06 21:53:38,great_tit_observed.csv,0.8668457609410009638702982480,0.865,2.135,5.036,0.322,0.249,0.049,3.04,11.21,11.07,7.309,12.720,13.911,11.529,7.798,6.132,9.464,0.144,7.65,5.419,2.579,8.259,1.045,0.297,12.068,96.122,182.827,9.418
2026-05-06 21:53:38,great_tit_observed.csv,0.6136656905945104603511322842,0.583,0.973,5.212,0.135,0.493,0.007,3.78,11.73,11.06,5.045,3.454,4.408,2.501,10.180,11.086,9.274,0.147,8.77,10.372,12.478,8.267,0.846,0.299,12.214,67.933,125.49,10.376
2026-05-06 21:53:39,great_tit_observed.csv,1.019656305321164866983999907,1.116,0.994,4.29,0.206,0.313,0.037,2.74,11.06,10.65,8.105,7.984,9.211,6.757,5.095,5.071,5.119,0.177,7.18,9.451,11.987,6.915,0.966,0.119,12.193,110.108,204.622,15.595
2026-05-06 21:53:39,great_tit_observed.csv,1.056973960799421449797429243,0.647,3.995,1.91,0.277,0.006,0.034,2.58,11.77,9.83,7.01,14.490,19.154,9.827,4.812,4.187,5.436,0.139,7.41,5.211,5.164,5.258,1.533,0.227,12.227,102.171,197.369,6.973
2026-05-06 21:53:39,great_tit_observed.csv,1.019225209332056601844250443,0.662,2.468,4.907,0.306,0.098,0.015,4.36,11.71,11.1,8.724,2.158,2.611,1.705,13.019,12.448,13.59,0.046,6.66,9.258,11.538,6.977,1.47,0.033,12.187,104.510,194.433,14.588
2026-05-06 21:53:40,great_tit_observed.csv,0.3605742352438224745321660189,0.544,2.579,2.154,0.318,0.49,0.041,2.88,1.28,10.47,6.162,11.645,9.401,13.889,1.710,2.126,1.293,0.155,7.07,10.101,11.476,8.726,1.166,0.288,12.141,101.272,190.774,11.77
2026-05-06 21:53:40,great_tit_observed.csv,0.8741742290135787703080832076,0.952,2.551,3.955,0.218,0.453,0.031,4.91,1.35,11.37,11.307,18.146,16.293,20.000,6.450,0.582,12.319,0.009,7.29,10.760,8.764,12.756,1.556,0.337,12.064,72.137,137.208,7.066
2026-05-06 21:53:40,great_tit_observed.csv,1.288358245618492158366709072,0.657,0.36,5.687,0.082,0.417,0.049,3.39,11.88,9.3,3.585,10.324,12.909,7.739,10.956,11.015,10.897,0.015,6.64,10.742,10.393,11.092,1.402,0.111,12.009,103.082,199.399,6.764
